GENESIS-Tabelle: 13211-01-03-5-B;;;;;;;;
Arbeitslose nach ausgewählten Personengruppen -;;;;;;;;
Jahresdurchschnitt - regionale Ebenen;;;;;;;;
Arbeitsmarktstatistik der Bundesagentur für Arbeit;;;;;;;;
Jahr: 2019;;;;;;;;
;;Arbeitslose insgesamt;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose
;;;und zwar;und zwar;und zwar;und zwar;und zwar;und zwar
;;;Ausländer;schwerbehindert;15 bis unter 20 Jahre;15 bis unter 25 Jahre;55 bis unter 65 Jahre;langzeitarbeitslos
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
1057005;Belau;4;.;.;.;.;1;1
1057006;Bendfeld;4;.;0;0;.;1;.
1057007;Blekendorf;34;2;4;1;2;11;7
1057008;Bönebüttel;25;4;2;0;3;7;4
1057009;Bösdorf;27;2;2;1;4;8;5
1057010;Boksee;5;1;0;0;.;2;1
1057011;Bothkamp;8;0;1;0;0;2;4
1057012;Brodersdorf;7;3;.;.;1;0;1
1057013;Dannau;11;1;1;0;1;1;3
1057015;Dersau;15;3;0;0;1;4;4
1057016;Dobersdorf;11;.;0;0;1;4;3
1057017;Dörnick;3;.;.;.;.;1;1
1057018;Fahren;3;1;0;0;0;2;2
1057020;Fiefbergen;7;.;0;0;0;2;2
1057021;Giekau;20;2;1;1;2;7;4
1057022;Grebin;22;1;1;0;2;5;5
1057023;Großbarkau;3;0;1;0;1;1;1
1057024;Großharrie;7;.;1;0;1;2;1
1057025;Heikendorf;115;20;7;2;10;31;32
1057026;Helmstorf;3;.;.;.;.;1;2
1057027;Högsdorf;6;0;0;0;1;1;2
1057028;Höhndorf;4;0;0;0;0;3;0
1057029;Hohenfelde;25;1;1;1;2;10;9
1057030;Hohwacht (Ostsee);18;6;.;.;4;7;5
1057031;Honigsee;9;.;1;0;1;3;2
1057032;Kalübbe;9;1;0;0;0;4;0
1057033;Kirchbarkau;7;.;1;0;0;0;.
1057034;Kirchnüchel;4;1;.;.;0;2;3
1057035;Klamp;9;1;1;0;0;3;1
1057037;Klein Barkau;4;.;1;0;.;2;1
1057038;Kletkamp;3;1;1;0;0;3;1
1057039;Köhn;12;0;1;0;1;6;4
1057040;Krokau;12;.;1;1;1;3;4
1057041;Krummbek;5;1;1;0;0;1;2
1057042;Kühren;11;2;1;1;1;2;4
1057043;Laboe;93;14;1;2;8;27;24
1057044;Lammershagen;6;.;1;0;0;2;2
1057045;Lebrade;8;.;1;0;1;1;3
1057046;Lehmkuhlen;24;1;1;0;3;6;6
1057047;Löptin;4;.;1;0;.;3;1
1057048;Lütjenburg;244;28;1;5;24;58;87
1057049;Lutterbek;4;1;1;0;0;1;1
1057050;Martensrade;18;2;1;1;3;7;5
1057051;Mönkeberg;49;5;1;2;5;12;13
1057052;Mucheln;9;.;1;0;1;3;1
1057053;Nehmten;3;.;.;.;.;.;2
1057054;Nettelsee;4;1;1;0;1;1;0
1057055;Panker;28;3;1;0;2;11;12
1057056;Passade;3;0;1;0;1;0;0
1057057;Plön;273;65;1;8;36;57;68
1057058;Pohnsdorf;4;.;1;0;0;2;1
1057059;Postfeld;5;1;1;0;1;0;1
1057060;Prasdorf;5;0;.;.;0;1;1
1057062;Preetz;455;88;1;15;59;102;136
1057063;Probsteierhagen;37;7;1;1;3;7;9
1057065;Rantzau;10;1;1;0;1;5;4
1057066;Rastorf;16;2;1;0;2;8;5
1057067;Rathjensdorf;6;0;1;0;.;2;0
1057068;Rendswühren;5;.;.;.;2;1;0
1057069;Ruhwinkel;17;1;1;0;3;4;2
1057070;Schellhorn;17;1;1;0;2;5;5
1057071;Schillsdorf;11;1;1;0;1;5;5
1057072;Schlesen;5;.;1;0;0;2;1
1057073;Schönberg (Holstein);160;35;1;4;17;43;48
1057074;Schönkirchen;127;32;1;3;12;29;35
1057076;Schwartbuck;20;0;1;0;2;5;4
1057077;Selent;31;8;1;1;4;8;8
1057078;Stakendorf;4;0;.;.;1;1;.
1057079;Stein;5;0;1;0;1;2;0
1057080;Stolpe;26;0;1;1;2;6;9
1057081;Stoltenberg;4;.;1;1;1;2;2
1057082;Tröndel;6;.;1;0;0;1;0
1057083;Tasdorf;7;1;1;0;0;1;1
1057084;Wahlstorf;5;1;1;0;1;1;1
1057085;Wankendorf;81;11;1;2;8;20;19
1057086;Warnau;4;1;1;0;.;0;.
1057087;Wendtorf;17;3;1;0;0;5;4
1057088;Wisch;11;0;1;0;1;4;2
1057089;Wittmoldt;1;.;.;.;0;0;.
1057090;Fargau-Pratjau;12;.;1;0;0;4;4
1057091;Schwentinental;242;63;1;6;25;58;63
1058001;Achterwehr;15;3;1;0;1;4;3
1058003;Alt Duvenstedt;29;3;1;0;2;7;5
1058004;Altenhof;6;1;1;0;0;2;2
1058005;Altenholz;141;34;1;4;16;31;40
1058007;Arpsdorf;3;.;.;.;.;0;0
1058008;Ascheffel;15;.;2;0;1;4;3
1058009;Aukrug;64;10;1;3;6;18;19
1058010;Bargstall;2;.;1;0;0;.;1
1058011;Bargstedt;9;.;0;1;1;2;1
1058012;Barkelsby;21;3;1;1;2;8;4
1058013;Beldorf;8;.;0;0;0;2;3
1058014;Bendorf;11;0;1;1;2;3;2
1058015;Beringstedt;21;2;3;0;0;6;7
1058016;Bissee;3;0;.;.;0;0;1
1058018;Blumenthal;10;3;1;0;1;4;2
1058019;Böhnhusen;3;.;.;.;0;2;0
1058021;Bokel;18;1;2;2;3;5;3
1058022;Bordesholm;124;25;2;3;14;30;25
1058023;Borgdorf-Seedorf;9;0;0;0;.;6;3
1058024;Borgstedt;18;1;1;0;2;6;4
1058025;Bornholt;10;.;1;0;0;4;5
1058026;Bovenau;13;1;0;0;0;2;3
1058027;Brammer;7;1;1;0;.;2;1
1058028;Bredenbek;17;.;1;0;1;5;6
1058029;Breiholz;21;.;3;1;2;6;3
1058030;Brekendorf;10;.;1;0;0;2;1
1058031;Brinjahe;3;.;0;0;0;1;1
1058032;Brodersby;6;.;0;0;0;2;2
1058033;Brügge;8;1;1;0;1;1;1
1058034;Büdelsdorf;231;40;19;6;27;46;49
1058035;Bünsdorf;9;0;1;0;1;3;2
1058036;Christiansholm;4;.;0;0;0;3;1
1058037;Dänischenhagen;35;6;2;0;3;10;8
1058038;Dätgen;8;0;1;0;1;3;1
1058039;Damendorf;6;1;1;0;0;3;1
1058040;Damp;25;7;1;0;2;5;2
1058042;Dörphof;11;1;1;0;0;2;3
1058043;Eckernförde;515;75;33;8;48;139;132
1058044;Ehndorf;8;.;0;0;1;3;3
1058045;Eisendorf;5;.;0;0;.;1;2
1058046;Ellerdorf;5;.;1;0;0;1;1
1058047;Elsdorf-Westermühlen;29;1;1;0;5;9;9
1058048;Embühren;2;.;0;0;1;0;.
1058049;Emkendorf;21;0;3;0;2;6;5
1058050;Felde;25;5;2;0;4;5;3
1058051;Felm;15;.;2;0;1;5;1
1058052;Fleckeby;36;3;3;1;5;12;7
1058053;Flintbek;120;23;7;3;16;26;34
1058054;Fockbek;82;10;4;2;9;20;21
1058055;Friedrichsgraben;0;.;.;.;0;.;.
1058056;Friedrichsholm;9;1;1;0;1;3;3
1058057;Gammelby;5;.;2;0;0;3;2
1058058;Gettorf;99;16;8;2;9;26;26
1058059;Gnutz;16;2;0;1;1;5;3
1058061;Gokels;9;1;0;1;1;1;3
1058062;Grauel;6;1;.;.;1;2;1
1058063;Grevenkrug;7;0;.;.;1;2;2
1058064;Groß Buchwald;5;.;.;.;0;2;1
1058065;Groß Vollstedt;19;1;2;1;2;7;5
1058066;Groß Wittensee;19;1;4;0;1;7;6
1058067;Güby;6;0;0;0;1;4;2
1058068;Haale;7;1;1;0;1;4;2
1058069;Haby;9;1;1;0;.;2;1
1058070;Hamdorf;25;3;2;0;2;8;7
1058071;Hamweddel;8;.;1;0;0;2;2
1058072;Hanerau-Hademarschen;98;7;5;3;15;27;36
1058073;Haßmoor;1;0;.;.;0;1;.
1058074;Heinkenborstel;2;0;.;.;0;0;.
1058075;Hörsten;0;.;.;.;.;.;.
1058076;Hoffeld;4;.;0;0;1;1;1
1058077;Hohenwestedt;121;27;8;4;17;19;23
1058078;Hohn;31;3;1;0;3;9;7
1058080;Holtsee;17;2;4;1;1;7;6
1058081;Holzbunge;4;0;0;0;.;2;0
1058082;Holzdorf;17;1;0;0;1;6;5
1058083;Hütten;6;.;0;0;1;3;2
1058084;Hummelfeld;1;0;.;.;0;.;.
1058085;Jahrsdorf;2;1;0;0;0;0;0
1058086;Jevenstedt;42;3;3;0;3;11;10
1058087;Karby;9;0;0;0;2;2;1
1058088;Klein Wittensee;4;1;.;.;.;1;1
1058089;Königshügel;3;.;.;.;0;0;1
1058090;Kosel;15;1;2;0;1;4;5
1058091;Krogaspe;6;.;1;1;1;1;2
1058092;Kronshagen;178;39;13;5;23;33;36
1058093;Krummwisch;10;0;1;0;1;3;0
1058094;Langwedel;23;1;2;0;3;7;6
1058096;Lindau;17;1;2;0;3;6;4
1058097;Lohe-Föhrden;5;.;0;0;1;1;1
1058098;Loop;1;0;0;0;.;0;.
1058099;Loose;17;1;1;0;1;5;4
1058100;Lütjenwestedt;11;1;1;0;1;3;5
1058101;Luhnstedt;8;0;1;1;1;3;2
1058102;Goosefeld;10;0;0;0;2;4;3
1058103;Meezen;9;.;1;0;0;3;1
1058104;Melsdorf;14;0;1;0;1;8;2
1058105;Mielkendorf;25;2;3;0;2;8;4
1058106;Mörel;2;.;.;.;0;0;.
1058107;Molfsee;50;5;5;0;2;18;14
1058108;Mühbrook;9;1;0;0;1;2;2
1058109;Negenharrie;4;.;2;0;1;1;1
1058110;Neudorf-Bornstein;11;1;1;0;2;2;2
1058111;Neu Duvenstedt;0;.;.;.;.;.;.
1058112;Neuwittenbek;11;2;1;0;1;3;3
1058113;Nienborstel;9;1;0;0;2;3;1
1058115;Nindorf;11;0;0;1;3;2;2
1058116;Noer;8;1;1;0;1;3;2
1058117;Nortorf;209;57;13;4;20;44;63
1058118;Nübbel;19;3;0;1;3;5;6
1058119;Oldenbüttel;5;0;0;0;1;1;2
1058120;Oldenhütten;4;.;0;0;1;2;0
1058121;Osdorf;33;1;3;1;4;9;11
1058122;Ostenfeld (Rendsburg);5;.;0;0;0;1;1
1058123;Osterby;16;2;1;0;1;4;5
1058124;Osterrönfeld;75;12;6;1;10;20;12
1058125;Osterstedt;19;1;1;1;1;5;7
1058126;Ottendorf;5;.;0;0;1;1;0
1058127;Owschlag;66;13;3;1;4;19;23
1058128;Padenstedt;26;2;2;1;3;7;8
1058129;Prinzenmoor;3;.;1;0;0;1;.
1058130;Quarnbek;25;1;0;0;2;9;8
1058131;Rade b. Hohenwestedt;1;.;0;0;0;1;.
1058132;Rade b. Rendsburg;2;1;.;.;.;1;.
1058133;Reesdorf;3;.;1;0;.;2;0
1058134;Remmels;9;1;1;0;1;3;5
1058135;Rendsburg;1549;471;85;42;173;271;521
1058136;Rickert;13;1;2;0;1;7;4
1058137;Rieseby;50;2;3;0;5;14;17
1058138;Rodenbek;4;1;0;0;0;2;1
1058139;Rumohr;13;.;.;.;1;4;2
1058140;Schacht-Audorf;88;15;9;2;8;20;28
1058141;Schierensee;3;.;.;.;0;2;1
1058142;Schinkel;10;3;1;0;0;4;2
1058143;Schmalstede;4;1;0;0;1;1;1
1058144;Schönbek;2;.;1;0;.;0;.
1058145;Schönhorst;3;1;.;.;0;.;1
1058146;Schülldorf;9;0;1;0;1;2;3
1058147;Schülp b. Nortorf;9;2;0;0;0;2;2
1058148;Schülp b. Rendsburg;10;.;0;0;1;4;3
1058150;Schwedeneck;34;5;1;2;5;13;5
1058151;Seefeld;13;1;2;0;1;1;5
1058152;Sehestedt;8;0;0;0;1;1;2
1058153;Sören;1;0;1;0;.;0;.
1058154;Sophienhamm;5;.;1;0;0;1;3
1058155;Stafstedt;3;.;1;0;1;2;0
1058156;Steenfeld;7;1;.;.;0;1;3
1058157;Strande;17;2;1;0;1;8;5
1058158;Tackesdorf;1;.;.;.;.;1;.
1058159;Tappendorf;6;.;1;0;.;1;2
1058160;Techelsdorf;3;2;.;.;0;1;0
1058161;Thaden;7;1;0;1;1;2;1
1058162;Thumby;6;0;.;.;0;2;0
1058163;Timmaspe;14;1;1;0;3;1;3
1058164;Todenbüttel;20;1;1;0;4;7;6
1058165;Tüttendorf;8;0;0;1;1;2;1
1058166;Waabs;28;1;2;0;2;10;7
1058167;Wapelfeld;11;1;0;2;3;2;4
1058168;Warder;8;0;1;0;1;4;3
1058169;Wasbek;45;6;1;3;7;12;10
1058170;Wattenbek;37;4;3;1;2;11;8
1058171;Westensee;23;4;2;0;3;7;4
1058172;Westerrönfeld;84;10;5;2;8;24;23
1058173;Windeby;20;0;2;0;1;7;8
1058174;Winnemark;5;1;0;0;1;1;1
1058175;Ahlefeld-Bistensee;5;1;1;0;1;2;2
1059001;Alt Bennebek;8;.;1;0;1;3;1
1059002;Arnis;7;1;0;0;1;2;0
1059005;Bergenhusen;18;1;2;0;0;8;5
1059006;Böel;16;.;4;0;2;3;4
1059008;Böklund;37;7;4;1;3;7;13
1059009;Börm;16;1;2;0;2;3;6
1059010;Bollingstedt;25;0;4;1;2;9;6
1059011;Boren;-;-;.;.;-;-;-
1059012;Borgwedel;10;1;0;0;.;5;3
1059014;Brebel;-;-;.;.;-;-;-
1059016;Brodersby;-;-;.;.;-;-;-
1059018;Busdorf;35;5;2;1;4;9;11
1059019;Dannewerk;21;1;2;0;1;9;7
1059020;Dörpstedt;15;1;4;0;2;4;4
1059021;Dollrottfeld;-;-;.;.;-;-;-
1059022;Ekenis;-;-;.;.;-;-;-
1059023;Ellingstedt;15;.;0;0;1;4;5
1059024;Erfde;48;3;6;0;4;15;14
1059026;Fahrdorf;21;1;3;0;3;7;5
1059032;Geltorf;7;.;2;0;0;2;3
1059033;Goltoft;-;-;.;.;-;-;-
1059034;Grödersby;3;.;.;.;.;0;.
1059035;Groß Rheide;15;.;1;1;2;5;3
1059037;Havetoft;14;.;3;1;1;1;5
1059038;Havetoftloit;-;-;.;.;-;-;-
1059039;Hollingstedt;19;1;3;0;1;3;9
1059041;Hüsby;11;2;1;1;2;2;2
1059042;Idstedt;13;0;1;1;1;3;3
1059043;Jagel;21;1;1;1;2;3;8
1059044;Jübek;54;5;5;2;5;16;20
1059045;Kappeln;234;34;30;4;20;56;61
1059047;Kiesby;-;-;.;.;-;-;-
1059049;Klappholz;12;0;1;0;1;1;4
1059050;Klein Bennebek;8;0;1;0;1;1;2
1059051;Klein Rheide;5;.;1;0;.;2;1
1059053;Kropp;119;24;10;1;19;21;27
1059055;Loit;5;.;.;.;.;2;3
1059056;Lottorf;4;.;0;0;0;0;1
1059057;Lürschau;23;3;1;1;2;5;6
1059058;Meggerdorf;10;2;2;0;0;4;4
1059060;Mohrkirch;13;.;2;0;0;4;5
1059062;Neuberend;13;1;2;0;1;4;3
1059063;Norderbrarup;12;.;1;1;2;2;3
1059064;Norderstapel;-;-;.;.;-;-;-
1059065;Nottfeld;2;.;1;0;1;2;1
1059067;Oersberg;9;0;1;0;0;4;2
1059068;Rabenkirchen-Faulück;11;0;0;0;1;4;3
1059069;Rüde;-;-;.;.;-;-;-
1059070;Rügge;3;.;.;.;0;1;1
1059071;Satrup;-;-;.;.;-;-;-
1059072;Saustrup;2;.;.;.;0;1;0
1059073;Schaalby;25;.;2;0;4;6;7
1059074;Scheggerott;5;0;0;1;1;2;0
1059075;Schleswig;1160;292;94;36;133;209;377
1059076;Schnarup-Thumby;9;0;1;0;0;2;2
1059077;Schuby;58;2;9;1;5;17;24
1059078;Selk;8;.;1;0;0;1;1
1059079;Silberstedt;60;8;2;1;3;15;25
1059080;Steinfeld;11;0;1;0;0;5;5
1059081;Stolk;14;2;1;0;1;6;1
1059082;Struxdorf;8;.;0;0;2;1;1
1059083;Süderbrarup;148;19;17;4;19;23;45
1059084;Süderfahrenstedt;8;1;1;1;1;3;3
1059085;Süderstapel;-;-;.;.;-;-;-
1059086;Taarstedt;18;0;2;0;1;6;8
1059087;Tetenhusen;12;0;1;0;1;3;3
1059088;Tielen;3;.;.;.;0;1;.
1059090;Tolk;33;2;5;2;4;10;18
1059092;Treia;29;2;2;0;2;8;8
1059093;Ülsby;10;1;1;0;0;2;3
1059094;Ulsnis;7;0;0;0;0;1;2
1059095;Wagersrott;4;.;0;0;0;0;2
1059096;Wohlde;9;1;1;0;1;1;2
1059097;Twedt;10;.;3;0;1;5;4
1059098;Nübel;22;2;2;1;2;4;9
1059101;Tastrup;4;.;1;0;.;1;1
1059102;Ahneby;1;.;.;.;0;.;.
1059103;Ausacker;6;0;1;1;1;4;2
1059105;Böxlund;4;.;1;0;1;.;2
1059106;Dollerup;25;2;1;0;1;9;8
1059107;Eggebek;61;11;2;3;7;8;23
1059109;Esgrus;17;.;2;1;2;6;9
1059112;Gelting;47;5;8;1;6;16;13
1059113;Glücksburg (Ostsee);117;21;11;2;10;32;36
1059115;Großenwiehe;45;3;6;1;6;12;9
1059116;Großsolt;36;1;4;0;2;10;6
1059118;Grundhof;10;2;1;0;1;2;4
1059120;Harrislee;325;94;22;6;25;77;109
1059121;Hasselberg;18;2;2;1;1;6;3
1059123;Hörup;8;2;0;0;1;1;0
1059124;Holt;1;.;0;0;.;0;.
1059126;Hürup;15;2;1;0;3;5;2
1059127;Husby;28;3;3;1;3;6;5
1059128;Janneby;12;.;1;0;1;3;4
1059129;Jardelund;8;1;0;0;1;1;1
1059131;Jerrishoe;18;.;2;0;2;6;6
1059132;Jörl;14;.;0;0;2;5;3
1059136;Kronsgaard;6;.;1;0;1;2;3
1059137;Langballig;25;1;3;1;2;10;7
1059138;Langstedt;12;.;0;0;1;4;2
1059141;Maasbüll;11;2;1;0;1;3;2
1059142;Maasholm;13;0;1;0;1;5;3
1059143;Medelby;16;3;3;0;1;4;6
1059144;Meyn;11;0;1;0;1;4;3
1059145;Munkbrarup;13;0;1;0;1;2;1
1059147;Nieby;2;.;.;.;.;0;1
1059148;Niesgrau;10;0;3;0;1;3;5
1059149;Nordhackstedt;13;3;1;1;2;2;4
1059151;Osterby;5;.;0;0;0;2;1
1059152;Pommerby;0;.;.;.;0;0;.
1059153;Quern;-;-;.;.;-;-;-
1059154;Rabel;7;0;.;.;0;3;1
1059155;Rabenholz;5;.;.;.;1;1;2
1059157;Ringsberg;14;0;3;0;0;5;5
1059158;Schafflund;48;9;4;1;7;11;12
1059159;Sieverstedt;29;4;0;0;2;6;10
1059161;Sörup;96;8;5;2;10;26;30
1059162;Sollerup;8;1;.;.;1;3;3
1059163;Stangheck;1;.;.;.;.;1;.
1059164;Steinberg;12;1;1;0;1;5;2
1059165;Steinbergkirche;-;-;.;.;-;-;-
1059167;Sterup;28;2;3;1;3;9;6
1059168;Stoltebüll;13;0;2;0;1;8;3
1059169;Süderhackstedt;4;0;.;.;0;1;1
1059171;Tarp;148;28;16;1;8;42;62
1059173;Wallsbüll;20;1;2;0;1;9;8
1059174;Wanderup;41;2;3;1;5;10;10
1059176;Wees;29;2;1;0;2;9;6
1059177;Weesby;4;.;1;0;0;1;.
1059178;Westerholz;9;0;.;.;0;4;2
1059179;Lindewitt;35;2;3;2;6;11;7
1059182;Freienwill;25;2;3;1;2;7;6
1059183;Handewitt;185;17;11;3;19;45;44
1059184;Oeversee;55;4;6;2;6;17;18
1059185;Mittelangeln;109;19;10;5;15;27;26
1059186;Steinbergkirche;57;5;7;1;5;15;15
1059187;Boren;19;2;1;0;1;6;3
1059188;Stapel;50;4;6;1;5;18;15
1059189;Brodersby-Goltoft;9;0;1;0;1;2;3
1060002;Alveslohe;45;9;2;1;5;10;9
1060003;Armstedt;4;.;0;0;1;2;0
1060004;Bad Bramstedt;426;107;29;12;49;85;136
1060005;Bad Segeberg;537;141;35;10;62;102;180
1060006;Bahrenhof;3;2;.;.;0;1;2
1060007;Bark;24;2;1;0;1;7;6
1060008;Bebensee;8;0;0;0;1;2;3
1060009;Bimöhlen;12;2;1;0;1;3;2
1060010;Blunk;15;0;1;0;2;3;4
1060011;Boostedt;74;6;4;2;7;19;17
1060012;Bornhöved;91;4;4;3;10;17;35
1060013;Borstel;1;.;.;.;.;0;.
1060014;Buchholz b. Wahlstedt;-;-;.;.;-;-;-
1060015;Bühnsdorf;6;2;.;.;0;1;2
1060016;Daldorf;8;0;1;0;1;1;1
1060017;Damsdorf;4;0;0;0;1;1;1
1060018;Dreggers;1;.;.;.;.;.;.
1060019;Ellerau;94;20;4;1;9;18;24
1060020;Fahrenkrug;40;10;1;1;5;6;9
1060021;Föhrden-Barl;2;.;.;.;0;1;1
1060022;Fredesdorf;5;1;0;0;0;2;0
1060023;Fuhlendorf;10;2;1;0;1;2;1
1060024;Geschendorf;4;.;.;.;0;1;1
1060025;Glasau;18;1;1;0;0;7;6
1060026;Gönnebek;5;0;.;.;0;2;1
1060027;Großenaspe;74;13;2;3;10;10;24
1060028;Groß Kummerfeld;29;1;2;0;3;8;11
1060029;Groß Niendorf;11;0;2;0;1;5;4
1060030;Groß Rönnau;4;1;.;.;0;2;1
1060031;Hagen;5;.;0;0;0;1;.
1060033;Hardebek;8;.;3;0;1;3;4
1060034;Hartenholm;32;3;2;0;2;8;11
1060035;Hasenkrug;5;0;1;0;0;3;1
1060036;Hasenmoor;8;.;1;0;1;4;0
1060037;Heidmoor;5;0;0;0;0;0;2
1060038;Heidmühlen;9;0;1;1;2;3;1
1060039;Henstedt-Ulzburg;477;98;26;10;41;115;115
1060040;Hitzhusen;19;3;2;0;2;6;4
1060041;Högersdorf;8;1;1;0;1;2;4
1060042;Hüttblek;3;0;0;0;1;1;0
1060043;Itzstedt;28;2;0;1;3;4;6
1060044;Kaltenkirchen;646;203;35;14;68;128;178
1060045;Kattendorf;10;1;1;0;0;1;2
1060046;Kayhude;11;4;0;1;1;1;2
1060047;Kisdorf;54;8;1;1;6;14;19
1060048;Klein Gladebrügge;11;.;2;0;1;2;3
1060049;Klein Rönnau;34;3;3;2;4;7;9
1060050;Krems II;4;0;.;.;.;1;1
1060051;Kükels;5;0;0;0;1;2;1
1060052;Latendorf;7;0;2;0;1;1;2
1060053;Leezen;35;5;4;0;3;9;10
1060054;Lentföhrden;51;6;5;2;5;11;14
1060056;Mönkloh;5;.;0;0;0;2;3
1060057;Mözen;4;.;1;0;0;0;0
1060058;Nahe;41;8;1;1;4;8;12
1060059;Negernbötel;14;1;0;0;1;3;5
1060060;Nehms;10;.;2;0;1;4;3
1060061;Neuengörs;12;2;0;0;0;3;1
1060062;Neversdorf;9;2;1;0;0;3;1
1060063;Norderstedt;1978;605;113;36;169;417;556
1060064;Nützen;21;1;1;0;2;5;4
1060065;Oering;19;1;1;0;1;4;6
1060066;Oersdorf;10;1;0;0;1;2;2
1060067;Pronstorf;25;1;3;2;3;7;7
1060068;Rickling;55;5;6;2;7;14;16
1060069;Rohlstorf;20;11;2;1;2;5;3
1060070;Schackendorf;15;2;2;0;0;1;3
1060071;Schieren;2;.;.;.;1;0;0
1060072;Schmalensee;8;.;1;0;1;2;1
1060073;Schmalfeld;38;2;3;0;3;8;14
1060074;Schwissel;3;.;0;0;1;0;1
1060075;Seedorf;40;3;2;0;2;13;11
1060076;Seth;33;6;2;0;3;6;10
1060077;Sievershütten;20;2;2;1;3;10;6
1060079;Stipsdorf;9;1;.;.;.;1;5
1060080;Stocksee;9;.;0;0;0;1;2
1060081;Strukdorf;5;.;1;0;0;1;1
1060082;Struvenhütten;20;.;1;1;2;4;7
1060084;Stuvenborn;13;2;0;0;0;4;3
1060085;Sülfeld;56;6;5;1;3;12;15
1060086;Tarbek;4;.;0;0;0;2;.
1060087;Tensfeld;6;0;1;0;1;3;1
1060088;Todesfelde;21;4;1;1;4;4;7
1060089;Trappenkamp;207;29;10;5;21;49;85
1060090;Travenhorst;3;.;.;.;.;1;.
1060091;Traventhal;9;1;1;0;1;2;1
1060092;Wahlstedt;303;59;21;8;24;71;112
1060093;Wakendorf I;7;1;1;1;1;2;2
1060094;Wakendorf II;25;2;3;0;1;9;6
1060095;Weddelbrook;16;2;2;1;1;6;3
1060096;Weede;14;1;1;0;1;3;3
1060097;Wensin;13;1;1;1;2;4;2
1060098;Westerrade;4;1;1;0;0;1;2
1060099;Wiemersdorf;23;9;3;0;2;5;8
1060100;Winsen;4;.;1;0;0;1;2
1060101;Wittenborn;21;3;0;0;2;6;7
1061001;Aasbüttel;1;.;0;0;0;0;.
1061002;Aebtissinwisch;2;.;1;0;.;1;1
1061003;Agethorst;2;.;.;.;0;0;.
1061004;Altenmoor;4;.;.;.;.;2;0
1061005;Auufer;1;.;.;.;.;.;.
1061006;Bahrenfleth;8;0;1;0;1;2;4
1061007;Beidenfleth;10;1;2;0;1;4;3
1061008;Bekdorf;.;.;.;.;.;.;.
1061010;Bekmünde;4;.;0;0;1;1;1
1061011;Besdorf;9;1;0;0;1;2;3
1061012;Blomesche Wildnis;6;1;0;0;1;4;2
1061013;Bokelrehm;3;.;1;0;0;1;3
1061014;Bokhorst;1;.;.;.;.;0;0
1061015;Borsfleth;10;1;0;0;1;3;3
1061016;Breitenberg;5;.;.;.;1;2;1
1061017;Breitenburg;17;3;1;0;2;3;6
1061018;Brokdorf;16;.;2;0;1;4;5
1061019;Brokstedt;37;2;3;0;4;12;12
1061020;Büttel;1;.;.;.;.;.;.
1061021;Christinenthal;1;.;0;0;0;.;.
1061022;Dägeling;15;3;0;0;2;5;3
1061023;Dammfleth;5;0;.;.;1;1;2
1061024;Drage;3;.;1;0;0;.;0
1061025;Ecklak;5;.;.;.;0;2;2
1061026;Elskop;1;.;0;0;.;0;.
1061027;Engelbrechtsche Wildnis;7;.;1;0;1;1;1
1061028;Fitzbek;7;.;0;0;.;1;3
1061029;Glückstadt;334;78;16;4;35;66;118
1061030;Grevenkop;5;1;.;.;1;1;2
1061031;Gribbohm;12;.;1;0;3;0;3
1061033;Hadenfeld;4;.;1;0;0;0;2
1061034;Heiligenstedten;20;4;2;1;2;6;5
1061035;Heiligenstedtenerkamp;8;2;0;0;0;2;2
1061036;Hennstedt;14;.;1;0;1;5;6
1061037;Herzhorn;16;1;3;1;3;4;5
1061038;Hingstheide;1;.;.;.;0;.;1
1061039;Hodorf;2;1;0;0;0;0;0
1061040;Hohenaspe;30;4;0;0;5;8;11
1061041;Hohenfelde;15;2;0;0;1;5;3
1061042;Hohenlockstedt;172;19;7;5;28;33;54
1061043;Holstenniendorf;6;0;0;0;1;1;3
1061044;Horst (Holstein);84;29;3;3;11;11;21
1061045;Huje;3;.;2;0;1;1;1
1061046;Itzehoe;1504;368;66;31;166;262;564
1061047;Kaaks;8;4;0;1;1;2;2
1061048;Kaisborstel;1;.;.;.;.;.;.
1061049;Kellinghusen;236;52;14;6;31;54;80
1061050;Kiebitzreihe;34;7;0;0;2;9;4
1061052;Kleve, b. Itzehoe;12;0;0;0;.;3;6
1061053;Kollmoor;1;.;.;.;.;0;0
1061054;Krempdorf;3;.;0;0;0;0;1
1061055;Krempe;56;10;4;1;6;12;19
1061056;Kremperheide;35;3;2;1;2;13;13
1061057;Krempermoor;7;1;.;.;0;1;3
1061058;Kronsmoor;2;.;.;.;0;1;.
1061059;Krummendiek;2;0;.;.;.;1;1
1061060;Kudensee;1;.;0;0;0;0;0
1061061;Lägerdorf;121;23;5;1;10;19;43
1061062;Landrecht;1;.;.;.;0;0;.
1061063;Landscheide;3;1;0;0;0;0;1
1061064;Lockstedt;3;.;.;.;0;.;1
1061065;Lohbarbek;9;1;0;1;2;3;2
1061066;Looft;8;2;2;0;0;3;1
1061067;Mehlbek;5;0;.;.;.;2;1
1061068;Moordiek;2;.;.;.;.;.;1
1061070;Moorhusen;5;.;0;0;.;3;2
